Customer_ID,Customer_Segment,Region
CUST00151,Retail,East
CUST00152,SME,West
CUST00153,Retail,South
CUST00154,SME,South
CUST00155,Corporate,North
CUST00156,Retail,North
CUST00157,SME,North
CUST00158,Corporate,North
CUST00159,Corporate,North
CUST00160,Retail,East
CUST00161,SME,South
CUST00162,Retail,West
CUST00163,Corporate,West
CUST00164,Retail,East
CUST00165,Retail,North
CUST00166,Retail,South
CUST00167,Retail,North
CUST00168,Retail,North
CUST00169,Retail,South
CUST00170,Retail,West
CUST00171,Retail,South
CUST00172,Retail,East
CUST00173,SME,East
CUST00174,Retail,South
CUST00175,SME,North
CUST00176,SME,West
CUST00177,SME,South
CUST00178,Retail,East
CUST00179,SME,South
CUST00180,SME,North
CUST00181,SME,North
CUST00182,Retail,East
CUST00183,Corporate,South
CUST00184,Corporate,East
CUST00185,Corporate,South
CUST00186,Retail,East
CUST00187,SME,North
CUST00188,Retail,North
CUST00189,Corporate,South
CUST00190,Retail,South
CUST00191,Retail,East
CUST00192,SME,West
CUST00193,Retail,West
CUST00194,Retail,East
CUST00195,SME,East
CUST00196,Corporate,East
CUST00197,Retail,West
CUST00198,Retail,East
CUST00199,SME,North
CUST00200,Corporate,North
CUST00201,Corporate,North
CUST00202,SME,East
CUST00203,Retail,East
CUST00204,Corporate,North
CUST00205,Corporate,North
CUST00206,Retail,East
CUST00207,SME,East
CUST00208,Retail,West
CUST00209,Retail,North
CUST00210,Retail,West
CUST00211,Retail,West
CUST00212,Retail,North
CUST00213,Retail,East
CUST00214,SME,West
CUST00215,Retail,South
CUST00216,SME,East
CUST00217,Retail,West
CUST00218,Retail,South
CUST00219,Retail,East
CUST00220,SME,South
CUST00221,Corporate,North
CUST00222,SME,West
CUST00223,Retail,South
CUST00224,SME,North
CUST00225,SME,West
CUST00226,Retail,North
CUST00227,SME,West
CUST00228,Retail,South
CUST00229,Corporate,North
CUST00230,Retail,East
CUST00231,Corporate,West
CUST00232,Retail,West
CUST00233,Corporate,North
CUST00234,SME,South
CUST00235,Retail,North
CUST00236,Retail,West
CUST00237,Corporate,West
CUST00238,Corporate,East
CUST00239,Corporate,West
CUST00240,Corporate,South
CUST00241,Retail,West
CUST00242,Retail,North
CUST00243,Corporate,East
CUST00244,Retail,North
CUST00245,SME,West
CUST00246,SME,West
CUST00247,SME,North
CUST00248,Retail,West
CUST00249,Corporate,South
CUST00250,Retail,South
CUST00251,Corporate,North
CUST00252,SME,North
CUST00253,Retail,North
CUST00254,SME,East
CUST00255,SME,South
CUST00256,Retail,North
CUST00257,Retail,South
CUST00258,Retail,North
CUST00259,SME,West
CUST00260,Retail,West
CUST00261,SME,East
CUST00262,SME,West
CUST00263,Retail,West
CUST00264,Retail,East
CUST00265,Retail,North
CUST00266,SME,West
CUST00267,Retail,East
CUST00268,Retail,North
CUST00269,Retail,North
CUST00270,Retail,West
CUST00271,Retail,West
CUST00272,SME,South
CUST00273,SME,South
CUST00274,Retail,West
CUST00275,SME,South
CUST00276,Retail,North
CUST00277,Retail,South
CUST00278,Retail,North
CUST00279,Retail,South
CUST00280,SME,North
CUST00281,Corporate,North
CUST00282,Retail,North
CUST00283,SME,East
CUST00284,Retail,East
CUST00285,Retail,North
CUST00286,Corporate,West
CUST00287,Retail,West
CUST00288,Retail,West
CUST00289,Retail,West
CUST00290,Retail,North
CUST00291,SME,South
CUST00292,Retail,South
CUST00293,SME,West
CUST00294,SME,East
CUST00295,Retail,West
CUST00296,SME,West
CUST00297,SME,North
CUST00298,Retail,West
CUST00299,Retail,West
CUST00300,Retail,East
CUST00301,Retail,North
CUST00302,SME,East
CUST00303,Retail,West
CUST00304,Retail,North
CUST00305,Retail,South
CUST00306,Retail,South
CUST00307,Retail,North
CUST00308,Retail,West
CUST00309,Retail,North
CUST00310,SME,East
CUST00311,Retail,West
CUST00312,Retail,East
CUST00313,Retail,North
CUST00314,Retail,South
CUST00315,SME,North
CUST00316,Retail,North
CUST00317,Retail,West
CUST00318,Retail,South
CUST00319,SME,South
CUST00320,Corporate,East
CUST00321,Retail,East
CUST00322,Retail,West
CUST00323,Corporate,South
CUST00324,SME,North
CUST00325,Retail,South
CUST00326,Retail,South
CUST00327,Retail,West
CUST00328,Retail,North
CUST00329,Retail,North
CUST00330,SME,West
CUST00331,SME,South
CUST00332,Corporate,North
CUST00333,Retail,East
CUST00334,Retail,South
CUST00335,Retail,West
CUST00336,Retail,East
CUST00337,Corporate,North
CUST00338,Corporate,East
CUST00339,SME,East
CUST00340,SME,East
CUST00341,Retail,South
CUST00342,SME,South
CUST00343,Retail,West
CUST00344,Corporate,North
CUST00345,SME,North
CUST00346,Retail,West
CUST00347,SME,East
CUST00348,SME,South
CUST00349,Retail,East
CUST00350,Retail,West
CUST00351,Retail,South
CUST00352,Retail,South
CUST00353,SME,North
CUST00354,Retail,South
CUST00355,SME,West
CUST00356,Retail,South
CUST00357,SME,North
CUST00358,Corporate,North
CUST00359,SME,North
CUST00360,SME,North
CUST00361,SME,West
CUST00362,Retail,West
CUST00363,Corporate,South
CUST00364,Corporate,South
CUST00365,Retail,South
CUST00366,Retail,South
CUST00367,Retail,East
CUST00368,Retail,South
CUST00369,Corporate,South
CUST00370,Retail,East
CUST00371,SME,East
CUST00372,Retail,East
CUST00373,Corporate,East
CUST00374,SME,East
CUST00375,Corporate,South
CUST00376,Corporate,North
CUST00377,SME,South
CUST00378,Retail,South
CUST00379,Retail,North
CUST00380,SME,South
CUST00381,SME,South
CUST00382,Retail,North
CUST00383,Retail,South
CUST00384,SME,North
CUST00385,Retail,South
CUST00386,SME,East
CUST00387,Retail,North
CUST00388,Retail,South
CUST00389,Retail,East
CUST00390,SME,West
CUST00391,Retail,West
CUST00392,SME,South
CUST00393,Retail,South
CUST00394,Corporate,South
CUST00395,SME,West
CUST00396,Retail,North
CUST00397,Corporate,East
CUST00398,Retail,West
CUST00399,Retail,East
CUST00400,Retail,South
CUST00401,SME,West
CUST00402,Retail,North
CUST00403,Corporate,West
CUST00404,SME,East
CUST00405,Retail,East
CUST00406,Retail,North
CUST00407,SME,West
CUST00408,SME,West
CUST00409,SME,East
CUST00410,Retail,South
CUST00411,Retail,West
CUST00412,Retail,South
CUST00413,Retail,North
CUST00414,Retail,East
CUST00415,Corporate,West
CUST00416,SME,East
CUST00417,SME,South
CUST00418,Retail,West
CUST00419,SME,West
CUST00420,Retail,East
CUST00421,Retail,East
CUST00422,SME,East
CUST00423,Retail,North
CUST00424,Retail,North
CUST00425,SME,North
CUST00426,Corporate,East
CUST00427,Retail,West
CUST00428,SME,East
CUST00429,Corporate,East
CUST00430,Retail,North
CUST00431,Corporate,West
CUST00432,Retail,East
CUST00433,Retail,East
CUST00434,Retail,South
CUST00435,Retail,South
CUST00436,SME,South
CUST00437,Retail,East
CUST00438,SME,South
CUST00439,SME,North
CUST00440,Retail,South
CUST00441,Retail,South
CUST00442,SME,South
CUST00443,Retail,North
CUST00444,SME,West
CUST00445,SME,North
CUST00446,SME,South
CUST00447,Retail,North
CUST00448,Retail,West
CUST00449,Retail,East
CUST00450,Retail,West
CUST00451,Corporate,West
CUST00452,SME,North
CUST00453,Corporate,South
CUST00454,Retail,North
CUST00455,Corporate,South
CUST00456,SME,South
CUST00457,Retail,West
CUST00458,Retail,West
CUST00459,Corporate,North
CUST00460,Retail,East
CUST00461,Corporate,East
CUST00462,SME,West
CUST00463,SME,West
CUST00464,Retail,North
CUST00465,Retail,West
CUST00466,Corporate,West
CUST00467,Retail,South
CUST00468,Retail,South
CUST00469,Retail,East
CUST00470,Retail,North
CUST00471,Corporate,North
CUST00472,Retail,South
CUST00473,Retail,South
CUST00474,SME,East
CUST00475,Retail,North
CUST00476,Retail,South
CUST00477,Retail,West
CUST00478,Corporate,East
CUST00479,Retail,South
CUST00480,Retail,West
CUST00481,SME,West
CUST00482,SME,West
CUST00483,Retail,West
CUST00484,SME,West
CUST00485,SME,North
CUST00486,Retail,East
CUST00487,Retail,South
CUST00488,SME,East
CUST00489,SME,South
CUST00490,Retail,East
CUST00491,Retail,East
CUST00492,Retail,East
CUST00493,Corporate,North
CUST00494,Retail,North
CUST00495,Retail,North
CUST00496,Corporate,East
CUST00497,Corporate,West
CUST00498,SME,North
CUST00499,Retail,West
CUST00500,Retail,East
CUST00501,Corporate,North
CUST00502,Retail,West
CUST00503,SME,West
CUST00504,Retail,West
CUST00505,Retail,West
CUST00506,SME,East
CUST00507,Retail,West
CUST00508,SME,South
CUST00509,Retail,West
CUST00510,Retail,North
CUST00511,Corporate,South
CUST00512,Retail,West
CUST00513,Corporate,North
CUST00514,Corporate,South
CUST00515,Retail,West
CUST00516,SME,North
CUST00517,Retail,South
CUST00518,SME,North
CUST00519,SME,West
CUST00520,SME,West
CUST00521,Retail,West
CUST00522,Retail,East
CUST00523,Corporate,West
CUST00524,SME,North
CUST00525,Corporate,North
CUST00526,Retail,East
CUST00527,Retail,South
CUST00528,SME,North
CUST00529,Corporate,North
CUST00530,SME,East
CUST00531,Retail,South
CUST00532,Retail,East
CUST00533,Retail,South
CUST00534,Corporate,West
CUST00535,Retail,South
CUST00536,SME,South
CUST00537,Retail,West
CUST00538,SME,North
CUST00539,Retail,North
CUST00540,Retail,North
CUST00541,SME,East
CUST00542,SME,North
CUST00543,Retail,East
CUST00544,Retail,West
CUST00545,SME,South
CUST00546,Retail,West
CUST00547,Retail,East
CUST00548,Retail,South
CUST00549,Corporate,West
CUST00550,Retail,East
CUST00551,SME,South
CUST00552,SME,North
CUST00553,Corporate,East
CUST00554,Corporate,North
CUST00555,Corporate,East
CUST00556,Retail,West
CUST00557,Retail,North
CUST00558,Corporate,South
CUST00559,Retail,South
CUST00560,Retail,West
CUST00561,Corporate,East
CUST00562,Retail,North
CUST00563,Retail,East
CUST00564,Retail,West
CUST00565,Corporate,North
CUST00566,SME,South
CUST00567,Corporate,East
CUST00568,Retail,North
CUST00569,Retail,East
CUST00570,Retail,North
CUST00571,Retail,North
CUST00572,Retail,West
CUST00573,SME,East
CUST00574,SME,West
CUST00575,Corporate,West
CUST00576,SME,North
CUST00577,Retail,East
CUST00578,Retail,North
CUST00579,Retail,North
CUST00580,SME,South
CUST00581,Retail,West
CUST00582,Retail,South
CUST00583,Corporate,East
CUST00584,SME,North
CUST00585,SME,East
CUST00586,Retail,South
CUST00587,SME,South
CUST00588,Retail,South
CUST00589,SME,South
CUST00590,Retail,North
CUST00591,SME,South
CUST00592,SME,West
CUST00593,Corporate,West
CUST00594,Retail,West
CUST00595,Retail,South
CUST00596,Corporate,South
CUST00597,SME,West
CUST00598,SME,West
CUST00599,Retail,West
CUST00600,Retail,South
CUST00601,Retail,South
CUST00602,Retail,North
CUST00603,SME,East
CUST00604,Retail,West
CUST00605,SME,East
CUST00606,Corporate,North
CUST00607,Retail,East
CUST00608,SME,South
CUST00609,SME,South
CUST00610,Corporate,North
CUST00611,Retail,West
CUST00612,Corporate,West
CUST00613,SME,South
CUST00614,Retail,West
CUST00615,Retail,South
CUST00616,Corporate,North
CUST00617,Retail,West
CUST00618,Retail,North
CUST00619,SME,North
CUST00620,Retail,West
CUST00621,Retail,North
CUST00622,SME,North
CUST00623,Corporate,West
CUST00624,Retail,South
CUST00625,Retail,South
CUST00626,SME,East
CUST00627,SME,East
CUST00628,Retail,North
CUST00629,Retail,South
CUST00630,Corporate,North
CUST00631,Retail,West
CUST00632,SME,East
CUST00633,Retail,South
CUST00634,SME,North
CUST00635,Corporate,West
CUST00636,Retail,North
CUST00637,Corporate,West
CUST00638,SME,North
CUST00639,Retail,East
CUST00640,Retail,South
CUST00641,SME,South
CUST00642,SME,South
CUST00643,Corporate,South
CUST00644,SME,South
CUST00645,Corporate,East
CUST00646,Retail,West
CUST00647,SME,South
CUST00648,Retail,North
CUST00649,Corporate,North
CUST00650,Retail,West
CUST00651,Retail,South
CUST00652,Retail,South
CUST00653,Retail,West
CUST00654,Retail,East
CUST00655,Retail,West
CUST00656,SME,East
CUST00657,Retail,South
CUST00658,SME,East
CUST00659,SME,East
CUST00660,Corporate,East
CUST00661,Corporate,North
CUST00662,Retail,North
CUST00663,SME,South
CUST00664,SME,South
CUST00665,Retail,West
CUST00666,Retail,West
CUST00667,Retail,South
CUST00668,Retail,North
CUST00669,Retail,South
CUST00670,SME,East
CUST00671,SME,North
CUST00672,Corporate,North
CUST00673,Retail,West
CUST00674,Retail,North
CUST00675,Retail,West
CUST00676,SME,East
CUST00677,Retail,North
CUST00678,Corporate,East
CUST00679,Retail,West
CUST00680,SME,East
CUST00681,Retail,East
CUST00682,Retail,South
CUST00683,Retail,East
CUST00684,Retail,East
CUST00685,SME,West
CUST00686,SME,West
CUST00687,Retail,North
CUST00688,Retail,South
CUST00689,Corporate,South
CUST00690,Retail,West
CUST00691,Retail,West
CUST00692,Retail,South
CUST00693,Retail,South
CUST00694,Retail,East
CUST00695,Retail,North
CUST00696,Retail,East
CUST00697,Corporate,South
CUST00698,SME,West
CUST00699,Retail,West
CUST00700,SME,South
CUST00701,Corporate,West
CUST00702,Retail,North
CUST00703,Retail,North
CUST00704,Corporate,East
CUST00705,SME,East
CUST00706,SME,West
CUST00707,SME,West
CUST00708,Retail,East
CUST00709,Corporate,South
CUST00710,Retail,East
CUST00711,Retail,South
CUST00712,Retail,North
CUST00713,SME,West
CUST00714,Corporate,East
CUST00715,SME,East
CUST00716,Retail,South
CUST00717,SME,West
CUST00718,SME,West
CUST00719,Corporate,East
CUST00720,Retail,South
CUST00721,Retail,South
CUST00722,Retail,North
CUST00723,Retail,East
CUST00724,SME,West
CUST00725,SME,South
CUST00726,Retail,West
CUST00727,SME,East
CUST00728,Retail,North
CUST00729,Retail,East
CUST00730,Retail,South
CUST00731,Retail,West
CUST00732,Corporate,West
CUST00733,SME,East
CUST00734,SME,South
CUST00735,SME,South
CUST00736,SME,West
CUST00737,Retail,North
CUST00738,Retail,East
CUST00739,Corporate,West
CUST00740,Retail,East
CUST00741,Retail,West
CUST00742,Retail,South
CUST00743,Retail,North
CUST00744,Retail,South
CUST00745,SME,North
CUST00746,Retail,East
CUST00747,Retail,South
CUST00748,Retail,South
CUST00749,Retail,West
CUST00750,Corporate,West
CUST00751,Retail,South
CUST00752,SME,West
CUST00753,SME,East
CUST00754,Retail,East
CUST00755,Corporate,North
CUST00756,SME,North
CUST00757,SME,West
CUST00758,Retail,West
CUST00759,Retail,East
CUST00760,Retail,West
CUST00761,SME,South
CUST00762,Corporate,East
CUST00763,Corporate,North
CUST00764,Corporate,East
CUST00765,Retail,West
CUST00766,SME,West
CUST00767,Retail,North
CUST00768,Retail,East
CUST00769,Retail,North
CUST00770,Retail,East
CUST00771,SME,East
CUST00772,Corporate,West
CUST00773,Corporate,East
CUST00774,SME,East
CUST00775,SME,South
CUST00776,Retail,West
CUST00777,SME,East
CUST00778,SME,East
CUST00779,Retail,West
CUST00780,Retail,South
CUST00781,Retail,North
CUST00782,SME,East
CUST00783,SME,East
CUST00784,SME,East
CUST00785,Retail,North
CUST00786,Corporate,North
CUST00787,Corporate,West
CUST00788,Retail,North
CUST00789,Retail,North
CUST00790,Retail,West
CUST00791,Corporate,East
CUST00792,SME,North
CUST00793,SME,West
CUST00794,Retail,West
CUST00795,Corporate,North
CUST00796,Retail,North
CUST00797,Retail,East
CUST00798,Retail,South
CUST00799,SME,West
CUST00800,SME,East
CUST00801,Retail,West
CUST00802,Corporate,South
CUST00803,Retail,West
CUST00804,Retail,South
CUST00805,Retail,South
CUST00806,Corporate,South
CUST00807,Retail,North
CUST00808,Retail,North
CUST00809,SME,West
CUST00810,Corporate,West
CUST00811,SME,West
CUST00812,SME,West
CUST00813,SME,South
CUST00814,SME,North
CUST00815,Retail,East
CUST00816,SME,East
CUST00817,SME,North
CUST00818,SME,East
CUST00819,SME,South
CUST00820,Retail,South
CUST00821,Corporate,West
CUST00822,Corporate,North
CUST00823,SME,West
CUST00824,Retail,South
CUST00825,Retail,South
CUST00826,SME,West
CUST00827,Retail,North
CUST00828,SME,North
CUST00829,Retail,South
CUST00830,Corporate,East
CUST00831,Corporate,North
CUST00832,Corporate,North
CUST00833,SME,North
CUST00834,Retail,North
CUST00835,Retail,West
CUST00836,SME,East
CUST00837,SME,East
CUST00838,SME,West
CUST00839,SME,North
CUST00840,SME,North
CUST00841,Retail,South
CUST00842,Corporate,North
CUST00843,Retail,North
CUST00844,Retail,South
CUST00845,SME,East
CUST00846,Retail,West
CUST00847,Corporate,West
CUST00848,Retail,West
CUST00849,Retail,South
CUST00850,Retail,West
CUST00851,SME,North
CUST00852,Retail,East
CUST00853,Retail,North
CUST00854,Retail,West
CUST00855,Retail,East
CUST00856,Corporate,South
CUST00857,SME,South
CUST00858,SME,West
CUST00859,SME,North
CUST00860,SME,North
CUST00861,Retail,South
CUST00862,Corporate,West
CUST00863,SME,North
CUST00864,SME,East
CUST00865,Corporate,South
CUST00866,Corporate,South
CUST00867,Corporate,West
CUST00868,SME,South
CUST00869,SME,South
CUST00870,Retail,West
CUST00871,Retail,West
CUST00872,SME,East
CUST00873,Retail,West
CUST00874,Retail,South
CUST00875,Retail,North
CUST00876,SME,West
CUST00877,SME,East
CUST00878,SME,East
CUST00879,Retail,East
CUST00880,SME,North
CUST00881,Retail,North
CUST00882,SME,North
CUST00883,Retail,South
CUST00884,Retail,West
CUST00885,SME,East
CUST00886,Corporate,North
CUST00887,Retail,East
CUST00888,Corporate,South
CUST00889,Retail,East
CUST00890,SME,East
CUST00891,SME,South
CUST00892,Retail,East
CUST00893,Retail,North
CUST00894,SME,North
CUST00895,Retail,North
CUST00896,SME,West
CUST00897,SME,East
CUST00898,Retail,South
CUST00899,SME,South
CUST00900,SME,West
CUST00901,Corporate,West
CUST00902,SME,North
CUST00903,Retail,South
CUST00904,Retail,West
CUST00905,SME,West
CUST00906,Retail,North
CUST00907,Retail,East
CUST00908,Retail,East
CUST00909,SME,East
CUST00910,SME,East
CUST00911,SME,West
CUST00912,Retail,South
CUST00913,Corporate,East
CUST00914,Retail,West
CUST00915,SME,North
CUST00916,Corporate,North
CUST00917,Corporate,West
CUST00918,Corporate,South
CUST00919,Retail,North
CUST00920,SME,North
CUST00921,Corporate,South
CUST00922,Retail,South
CUST00923,Retail,South
CUST00924,Retail,South
CUST00925,Corporate,West
CUST00926,Retail,South
CUST00927,Retail,North
CUST00928,SME,South
CUST00929,SME,East
CUST00930,Corporate,South
CUST00931,Retail,South
CUST00932,Corporate,East
CUST00933,Retail,West
CUST00934,SME,East
CUST00935,SME,East
CUST00936,Retail,West
CUST00937,Retail,East
CUST00938,Corporate,West
CUST00939,Corporate,South
CUST00940,Retail,East
CUST00941,SME,West
CUST00942,Retail,North
CUST00943,Corporate,North
CUST00944,Retail,South
CUST00945,Retail,East
CUST00946,SME,West
CUST00947,Corporate,East
CUST00948,SME,North
CUST00949,SME,East
CUST00950,Corporate,East
CUST00951,Retail,West
CUST00952,Corporate,West
CUST00953,Retail,North
CUST00954,SME,East
CUST00955,Retail,North
CUST00956,Retail,West
CUST00957,Corporate,West
CUST00958,Retail,South
CUST00959,Corporate,East
CUST00960,SME,South
CUST00961,Retail,West
CUST00962,Retail,North
CUST00963,Retail,South
CUST00964,Retail,North
CUST00965,SME,South
CUST00966,Retail,West
CUST00967,Retail,West
CUST00968,Retail,South
CUST00969,SME,East
CUST00970,SME,North
CUST00971,Corporate,West
CUST00972,Retail,East
CUST00973,Retail,North
CUST00974,SME,South
CUST00975,Retail,South
CUST00976,Retail,North
CUST00977,SME,West
CUST00978,Retail,North
CUST00979,SME,North
CUST00980,Corporate,North
CUST00981,Retail,East
CUST00982,Retail,North
CUST00983,SME,North
CUST00984,Retail,West
CUST00985,SME,North
CUST00986,SME,South
CUST00987,Retail,West
CUST00988,SME,East
CUST00989,Corporate,West
CUST00990,Corporate,West
CUST00991,Retail,South
CUST00992,Retail,North
CUST00993,SME,West
CUST00994,Corporate,West
CUST00995,SME,East
CUST00996,Retail,South
CUST00997,Retail,West
CUST00998,Retail,East
CUST00999,Retail,West
CUST01000,Retail,South
CUST01001,Retail,North
CUST01002,Corporate,North
CUST01003,Retail,West
CUST01004,Corporate,North
CUST01005,SME,West
CUST01006,Retail,West
CUST01007,SME,East
CUST01008,Retail,North
CUST01009,SME,North
CUST01010,SME,West
CUST01011,Corporate,West
CUST01012,Retail,South
CUST01013,Retail,West
CUST01014,Retail,North
CUST01015,Retail,East
CUST01016,Retail,West
CUST01017,Corporate,East
CUST01018,Retail,West
CUST01019,SME,West
CUST01020,SME,West
CUST01021,Retail,West
CUST01022,Retail,West
CUST01023,Retail,West
CUST01024,SME,South
CUST01025,Retail,North
CUST01026,SME,South
CUST01027,SME,North
CUST01028,Corporate,South
CUST01029,SME,South
CUST01030,SME,North
CUST01031,SME,West
CUST01032,SME,South
CUST01033,SME,West
CUST01034,Retail,West
CUST01035,Retail,North
CUST01036,Retail,West
CUST01037,SME,South
CUST01038,Retail,West
CUST01039,SME,South
CUST01040,Corporate,East
CUST01041,Retail,East
CUST01042,Retail,East
CUST01043,Retail,South
CUST01044,Corporate,North
CUST01045,Retail,South
CUST01046,Retail,East
CUST01047,Retail,South
CUST01048,Retail,North
CUST01049,Corporate,South
CUST01050,Retail,West
CUST01051,Corporate,South
CUST01052,Corporate,West
CUST01053,Retail,South
CUST01054,Retail,North
CUST01055,Corporate,North
CUST01056,SME,East
CUST01057,Retail,North
CUST01058,SME,South
CUST01059,SME,West
CUST01060,SME,North
CUST01061,Corporate,East
CUST01062,Corporate,North
CUST01063,SME,East
CUST01064,SME,West
CUST01065,Retail,North
CUST01066,SME,South
CUST01067,Retail,South
CUST01068,Corporate,South
CUST01069,Corporate,North
CUST01070,Retail,West
CUST01071,Corporate,South
CUST01072,SME,South
CUST01073,Retail,North
CUST01074,Retail,East
CUST01075,SME,East
CUST01076,Corporate,South
CUST01077,SME,South
CUST01078,Retail,West
CUST01079,Retail,East
CUST01080,SME,South
CUST01081,Retail,West
CUST01082,Retail,East
CUST01083,Retail,South
CUST01084,Retail,West
CUST01085,SME,South
CUST01086,Retail,South
CUST01087,Corporate,North
CUST01088,SME,East
CUST01089,SME,West
CUST01090,SME,North
CUST01091,Retail,South
CUST01092,Corporate,East
CUST01093,Corporate,North
CUST01094,Retail,East
CUST01095,SME,West
CUST01096,Corporate,West
CUST01097,Retail,South
CUST01098,SME,South
CUST01099,SME,South
CUST01100,SME,North
CUST01101,Corporate,South
CUST01102,Retail,South
CUST01103,SME,East
CUST01104,Retail,South
CUST01105,Retail,West
CUST01106,SME,West
CUST01107,SME,North
CUST01108,Corporate,West
CUST01109,Retail,East
CUST01110,Retail,South
CUST01111,Retail,West
CUST01112,Retail,North
CUST01113,Retail,East
CUST01114,Corporate,West
CUST01115,SME,West
CUST01116,SME,South
CUST01117,SME,West
CUST01118,SME,West
CUST01119,Corporate,North
CUST01120,Corporate,East
CUST01121,Retail,South
CUST01122,SME,North
CUST01123,Retail,South
CUST01124,Retail,East
CUST01125,Retail,South
CUST01126,Retail,North
CUST01127,Retail,West
CUST01128,SME,West
CUST01129,Retail,West
CUST01130,SME,South
CUST01131,Retail,North
CUST01132,Retail,West
CUST01133,Retail,East
CUST01134,Retail,West
CUST01135,SME,West
CUST01136,SME,South
CUST01137,Corporate,South
CUST01138,Corporate,West
CUST01139,SME,North
CUST01140,Corporate,East
CUST01141,Corporate,South
CUST01142,Retail,North
CUST01143,Corporate,West
CUST01144,Corporate,North
CUST01145,Retail,North
CUST01146,Retail,South
CUST01147,Retail,East
CUST01148,Retail,East
CUST01149,Corporate,South
CUST01150,SME,East
CUST01151,Retail,South
CUST01152,Retail,North
CUST01153,Retail,West
CUST01154,Retail,North
CUST01155,Retail,South
CUST01156,Corporate,South
CUST01157,SME,North
CUST01158,Corporate,North
CUST01159,Corporate,West
CUST01160,Corporate,North
CUST01161,Retail,East
CUST01162,SME,East
CUST01163,SME,West
CUST01164,Corporate,South
CUST01165,SME,South
CUST01166,SME,South
CUST01167,Retail,North
CUST01168,Retail,South
CUST01169,Retail,North
CUST01170,Retail,West
CUST01171,SME,South
CUST01172,Retail,North
CUST01173,Retail,East
CUST01174,SME,North
CUST01175,Retail,North
